,userId,movieId,rating,timestamp,Recommendation,Precision,Recall,Accuracy,Evaluation
26077,136514,555,5.0,1016668586,"[288, 6, 296, 47, 16, 353, 223, 50]",1.0,0.625,0.625,"[2, 0, 2, 0, 0, 2, 2, 2]"
26078,136520,7361,5.0,1559699744,"[4226, 2959, 4878, 4973, 6874, 6711, 7438, 3949]",1.0,0.25,0.25,"[2, 2, 0, 0, 0, 0, 0, 0]"
26079,136525,334,5.0,925686122,"[535, 348, 162, 194, 417, 369, 1041, 800]",1.0,0.875,0.875,"[2, 2, 0, 2, 2, 2, 2, 2]"
26080,136528,733,5.0,850327966,"[648, 780, 736, 786, 95, 377, 6, 1036]",0.25,0.2,0.5,"[1, 1, 2, 0, 1, 0, 0, 0]"
26081,136535,5445,5.0,1051410825,"[5349, 4963, 5418, 4993, 5952, 3793, 6539, 6365]",1.0,0.25,0.25,"[0, 0, 0, 2, 2, 0, 0, 0]"
26082,136537,76093,5.0,1552840800,"[68954, 112175, 78499, 60069, 79091, 89745, 50872, 115617]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26083,136546,1127,5.0,958280174,"[1200, 1240, 1214, 2916, 1374, 3527, 2985, 1097]",1.0,0.625,0.625,"[2, 0, 2, 0, 2, 2, 0, 2]"
26084,136547,1625,5.0,1461971001,"[2762, 1645, 47, 1682, 2571, 1573, 4226, 1527]",0.5,0.14285714285714285,0.25,"[1, 0, 0, 0, 2, 0, 0, 0]"
26085,136552,1721,5.0,1236769454,"[1580, 2762, 1682, 1704, 356, 2028, 1270, 2571]",0.6666666666666666,0.2857142857142857,0.375,"[0, 0, 1, 0, 0, 0, 2, 2]"
26086,136555,5952,5.0,1088197604,"[4993, 7153, 2571, 6539, 4306, 3578, 2959, 33794]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
26087,136556,26133,5.0,1224487171,"[60487, 52435, 73854, 48061, 31193, 91094, 48059, 6936]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26088,136567,380,5.0,849569624,"[592, 165, 457, 377, 349, 153, 150, 480]",0.75,0.42857142857142855,0.5,"[0, 0, 2, 1, 0, 0, 2, 2]"
26089,136571,106920,5.0,1436718439,"[115713, 109374, 112183, 112552, 104841, 106782, 109487, 112556]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 2, 0, 0]"
26090,136579,910,5.0,1492739611,"[909, 899, 908, 913, 903, 912, 904, 969]",1.0,0.625,0.625,"[2, 0, 2, 2, 0, 2, 0, 2]"
26091,136594,1279,5.0,1266694575,"[1273, 3521, 714, 3925, 7460, 1211, 3328, 1175]",1.0,0.375,0.375,"[2, 0, 0, 0, 2, 0, 2, 0]"
26092,136598,173145,5.0,1509560434,"[112623, 168254, 179819, 143355, 122926, 169984, 122906, 168252]",1.0,0.875,0.875,"[2, 2, 2, 2, 2, 0, 2, 2]"
26093,136602,904,5.0,975715365,"[903, 908, 1219, 912, 1252, 923, 750, 1247]",1.0,0.375,0.375,"[2, 0, 0, 0, 2, 0, 2, 0]"
26094,136604,5971,5.0,1260064607,"[31658, 6350, 5618, 26662, 7099, 3000, 5690, 65261]",1.0,0.625,0.625,"[2, 0, 2, 2, 2, 2, 0, 0]"
26095,136605,551,5.0,1321672524,"[2291, 588, 364, 595, 2174, 594, 480, 592]",1.0,0.375,0.375,"[0, 2, 0, 2, 0, 0, 0, 2]"
26096,136607,1208,5.0,1236168030,"[1222, 924, 1206, 541, 750, 1089, 111, 1213]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26097,136610,7669,5.0,1314494667,"[40629, 74508, 93988, 68269, 51834, 89678, 85438, 81845]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26098,136613,99114,5.0,1469388141,"[68157, 91529, 106782, 79132, 109487, 74458, 122882, 58559]",1.0,0.25,0.25,"[0, 0, 0, 2, 0, 0, 0, 2]"
26099,136616,31685,5.0,1510785881,"[7293, 33679, 8972, 6373, 8644, 34162, 6155, 8984]",1.0,0.125,0.125,"[0, 0, 0, 0, 2, 0, 0, 0]"
26100,136635,2762,5.0,1054191699,"[2571, 2858, 2028, 3578, 2959, 1270, 4993, 1704]",0.3333333333333333,0.16666666666666666,0.375,"[0, 0, 0, 1, 0, 2, 0, 1]"
26101,136637,3005,5.0,945064198,"[2881, 2688, 2605, 3798, 3113, 2841, 2707, 2840]",0.5714285714285714,0.8,0.875,"[2, 1, 0, 1, 2, 1, 2, 2]"
26102,136639,2836,5.0,938511813,"[2883, 2759, 2891, 2889, 2829, 1883, 2599, 2155]",0.0,0.0,0.125,"[0, 0, 0, 0, 0, 0, 1, 0]"
26103,136652,48780,5.0,1291172847,"[48516, 58559, 79132, 33794, 44191, 74458, 68157, 59315]",1.0,0.375,0.375,"[2, 2, 2, 0, 0, 0, 0, 0]"
26104,136659,3160,5.0,1111894155,"[2997, 1673, 2858, 5902, 3481, 4848, 2712, 5673]",1.0,0.75,0.75,"[2, 2, 2, 2, 2, 2, 0, 0]"
26105,136662,135536,5.0,1478712004,"[136864, 122924, 122922, 122920, 122900, 143355, 122898, 159093]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26106,136668,1227,5.0,1023685082,"[1209, 1263, 1228, 1201, 1208, 1245, 1266, 1252]",1.0,0.25,0.25,"[0, 0, 2, 0, 0, 0, 0, 2]"
26107,136673,96079,5.0,1472482803,"[49272, 91529, 63113, 89745, 91630, 96610, 98809, 102445]",0.5,0.3333333333333333,0.5,"[2, 1, 2, 1, 0, 0, 0, 0]"
26108,136681,32,5.0,844273488,"[47, 296, 589, 50, 608, 780, 593, 541]",1.0,0.375,0.375,"[2, 2, 0, 0, 0, 0, 2, 0]"
26109,136682,8906,5.0,1447972579,"[5891, 5717, 5165, 7024, 3970, 5569, 7235, 27317]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26110,136685,3793,5.0,1434200949,"[6333, 5349, 3578, 4306, 4993, 6539, 2571, 5445]",1.0,0.25,0.25,"[2, 0, 0, 0, 2, 0, 0, 0]"
26111,136689,2124,5.0,954435403,"[2174, 1377, 2003, 2717, 410, 3253, 1517, 2987]",0.6666666666666666,0.2857142857142857,0.375,"[0, 1, 0, 0, 2, 0, 2, 0]"
26112,136698,541,5.0,1344884352,"[1214, 1200, 924, 1240, 1196, 260, 1198, 1206]",1.0,0.375,0.375,"[0, 0, 0, 0, 2, 2, 2, 0]"
26113,136709,318,5.0,1125854737,"[296, 593, 356, 527, 50, 2571, 110, 47]",1.0,0.125,0.125,"[0, 0, 0, 0, 2, 0, 0, 0]"
26114,136714,4085,5.0,1146323041,"[4084, 2000, 5049, 3527, 2001, 2115, 3039, 2716]",1.0,0.375,0.375,"[0, 2, 0, 2, 0, 2, 0, 0]"
26115,136718,1193,5.0,943271112,"[858, 1221, 1213, 1208, 2858, 1206, 1258, 1089]",1.0,0.375,0.375,"[0, 2, 0, 0, 2, 0, 0, 2]"
26116,136731,296,5.0,1078512858,"[593, 318, 47, 50, 356, 2959, 1089, 608]",1.0,0.625,0.625,"[2, 2, 0, 0, 2, 0, 2, 2]"
26117,136733,6979,5.0,1143414478,"[8633, 4085, 3471, 4571, 8623, 5049, 2716, 3448]",1.0,0.25,0.25,"[0, 0, 0, 2, 0, 0, 2, 0]"
26118,136738,1907,5.0,1481329683,"[2687, 1566, 2081, 4016, 1688, 5444, 2355, 2096]",1.0,0.5,0.5,"[0, 0, 0, 2, 0, 2, 2, 2]"
26119,136739,260,5.0,1398068277,"[1196, 1210, 1198, 2571, 1291, 1270, 1240, 4993]",0.6666666666666666,0.2857142857142857,0.375,"[0, 0, 2, 1, 0, 0, 0, 2]"
26120,136741,1732,5.0,1551035995,"[1089, 2997, 2959, 4027, 1206, 296, 2858, 608]",0.875,1.0,1.0,"[2, 2, 2, 2, 1, 2, 2, 2]"
26121,136759,2731,5.0,1517400137,"[2732, 3089, 1251, 4914, 3134, 5147, 1237, 2351]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 2, 0]"
26122,136768,97938,5.0,1455587995,"[104841, 98809, 99114, 109487, 106782, 97921, 134130, 72998]",0.6666666666666666,0.2857142857142857,0.375,"[1, 0, 0, 0, 0, 2, 0, 2]"
26123,136774,457,5.0,1137108543,"[380, 377, 480, 150, 592, 349, 589, 590]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26124,136778,527,5.0,1416687905,"[318, 593, 356, 296, 50, 110, 2028, 858]",1.0,0.375,0.375,"[2, 2, 0, 0, 0, 0, 0, 2]"
26125,136791,79132,5.0,1523421803,"[58559, 109487, 91529, 74458, 68157, 99114, 72998, 60069]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26126,136797,10,5.0,836253014,"[380, 165, 592, 153, 377, 316, 349, 434]",1.0,0.875,0.875,"[2, 2, 2, 2, 0, 2, 2, 2]"
26127,136798,2020,5.0,973730904,"[2243, 1674, 1296, 1225, 1094, 2352, 1960, 1186]",1.0,0.125,0.125,"[0, 2, 0, 0, 0, 0, 0, 0]"
26128,136799,1246,5.0,1432324687,"[1704, 1961, 1097, 1682, 1270, 1265, 1259, 1307]",1.0,0.625,0.625,"[2, 2, 0, 2, 2, 2, 0, 0]"
26129,136801,58559,5.0,1369690989,"[79132, 33794, 59315, 91529, 7153, 2959, 60069, 68157]",1.0,0.375,0.375,"[2, 0, 0, 0, 2, 2, 0, 0]"
26130,136802,318,5.0,840021653,"[296, 593, 356, 527, 50, 2571, 110, 47]",0.75,0.42857142857142855,0.5,"[1, 2, 2, 0, 0, 0, 2, 0]"
26131,136809,307,5.0,864069248,"[308, 306, 1176, 509, 535, 194, 154, 232]",1.0,0.25,0.25,"[0, 0, 0, 2, 2, 0, 0, 0]"
26132,136810,912,5.0,1250822994,"[923, 904, 908, 913, 750, 1247, 903, 919]",0.42857142857142855,0.75,0.875,"[1, 2, 1, 1, 2, 0, 1, 2]"
26133,136814,1220,5.0,884185976,"[1079, 2716, 1240, 1136, 1270, 1291, 1198, 2000]",0.6666666666666666,0.6666666666666666,0.75,"[2, 0, 1, 2, 1, 2, 2, 0]"
26134,136822,8033,5.0,1123829779,"[911, 916, 6970, 8712, 6254, 26178, 25850, 7082]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26135,136829,4993,5.0,1263407041,"[5952, 7153, 2571, 6539, 4306, 2959, 3578, 1196]",1.0,0.75,0.75,"[2, 2, 2, 2, 0, 0, 2, 2]"
26136,136835,2599,5.0,1004144634,"[2395, 2997, 2396, 2580, 2858, 1500, 2289, 3481]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26137,136849,4306,5.0,1166615246,"[4886, 6377, 4993, 6539, 8360, 5952, 5349, 8961]",0.5,0.14285714285714285,0.25,"[1, 2, 0, 0, 0, 0, 0, 0]"
26138,136852,94959,5.0,1391384205,"[109374, 72226, 106920, 112183, 55269, 86882, 88129, 99114]",1.0,0.625,0.625,"[2, 2, 2, 0, 0, 0, 2, 2]"
26139,136857,3396,5.0,1229600142,"[3397, 3398, 3608, 2083, 2137, 3671, 3421, 919]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26140,136863,1060,5.0,1302278128,"[1500, 1639, 2395, 2599, 223, 1673, 441, 1923]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26141,136866,1237,5.0,1218618914,"[5147, 1251, 7327, 2731, 1260, 923, 1212, 3089]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
26142,136876,35836,5.0,1129953381,"[34162, 52973, 54503, 8641, 48385, 69122, 58998, 8528]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
26143,136883,110,5.0,1311497112,"[356, 480, 589, 457, 318, 593, 296, 150]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26144,136885,339,5.0,832774602,"[539, 185, 597, 587, 454, 380, 590, 292]",0.5,0.6,0.75,"[1, 2, 1, 0, 0, 2, 2, 1]"
26145,136896,48780,5.0,1535046652,"[48516, 58559, 79132, 33794, 44191, 74458, 68157, 59315]",1.0,0.375,0.375,"[2, 2, 2, 0, 0, 0, 0, 0]"
26146,136899,2997,5.0,1547874331,"[2858, 1732, 2959, 1265, 2762, 4226, 3481, 1089]",1.0,0.75,0.75,"[0, 2, 2, 2, 2, 2, 0, 2]"
26147,136914,899,5.0,1313303453,"[914, 910, 919, 900, 1947, 912, 969, 953]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26148,136922,92259,5.0,1493821428,"[79132, 109487, 99114, 116797, 106782, 74458, 109374, 112552]",1.0,0.5,0.5,"[2, 2, 0, 2, 0, 2, 0, 0]"
26149,136943,21,5.0,839834714,"[457, 380, 300, 592, 377, 349, 357, 590]",0.6,0.5,0.625,"[2, 1, 0, 2, 0, 2, 0, 1]"
26150,136957,1952,5.0,944407628,"[1247, 1084, 1945, 1953, 1228, 1252, 3152, 1230]",1.0,0.25,0.25,"[2, 0, 0, 0, 2, 0, 0, 0]"
26151,136963,1221,5.0,1071875333,"[858, 1213, 1193, 1208, 1089, 1198, 296, 111]",1.0,0.5,0.5,"[2, 2, 0, 0, 2, 0, 2, 0]"
26152,136965,1367,5.0,862585520,"[2085, 783, 673, 837, 1022, 1, 1073, 1029]",0.3333333333333333,0.16666666666666666,0.375,"[0, 1, 0, 0, 0, 2, 1, 0]"
26153,136968,153,5.0,843081586,"[592, 380, 344, 165, 434, 316, 292, 349]",0.6,0.5,0.625,"[0, 1, 1, 0, 2, 2, 2, 0]"
26154,136972,3996,5.0,996463632,"[4027, 4993, 4306, 3793, 3578, 4226, 5445, 2571]",0.3333333333333333,0.16666666666666666,0.375,"[1, 0, 2, 0, 0, 0, 0, 1]"
26155,136976,17,5.0,841356300,"[838, 357, 515, 36, 497, 509, 58, 25]",1.0,0.25,0.25,"[0, 0, 0, 0, 2, 0, 0, 2]"
26156,136977,4993,5.0,1442475915,"[5952, 7153, 2571, 6539, 4306, 2959, 3578, 1196]",1.0,0.5,0.5,"[2, 2, 2, 0, 0, 0, 2, 0]"
26157,136981,3418,5.0,1117421162,"[3448, 1641, 3408, 3471, 1307, 3176, 2291, 1094]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26158,136987,102125,5.0,1422898046,"[77561, 88140, 110102, 122892, 89745, 106072, 86332, 111362]",1.0,0.375,0.375,"[2, 2, 0, 0, 0, 0, 0, 2]"
26159,136994,3836,5.0,966377168,"[3654, 2944, 3682, 3062, 3508, 6808, 2921, 3519]",1.0,0.125,0.125,"[2, 0, 0, 0, 0, 0, 0, 0]"
26160,136997,34405,5.0,1552411689,"[68358, 33794, 44191, 59315, 8874, 5903, 48774, 7153]",0.6,0.5,0.625,"[2, 1, 0, 2, 1, 0, 0, 2]"
26161,137001,344,5.0,832416244,"[231, 19, 367, 153, 592, 380, 165, 588]",0.42857142857142855,0.75,0.875,"[1, 2, 0, 1, 2, 1, 2, 1]"
26162,137010,3030,5.0,1236047316,"[2905, 5291, 2019, 7925, 7766, 1217, 6669, 3091]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26163,137012,260,5.0,1119390518,"[1196, 1210, 1198, 2571, 1291, 1270, 1240, 4993]",1.0,0.875,0.875,"[2, 2, 2, 2, 0, 2, 2, 2]"
26164,137019,54286,5.0,1426173960,"[8665, 5418, 49272, 59315, 58559, 33794, 48516, 79132]",1.0,0.5,0.5,"[2, 2, 0, 0, 2, 0, 0, 2]"
26165,137031,5952,5.0,1485805919,"[4993, 7153, 2571, 6539, 4306, 3578, 2959, 33794]",1.0,0.375,0.375,"[2, 2, 0, 0, 2, 0, 0, 0]"
26166,137045,33166,5.0,1472358015,"[30707, 6870, 32587, 30749, 46578, 48516, 7361, 8784]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26167,137052,491,5.0,842032726,"[350, 371, 454, 440, 368, 587, 361, 282]",0.4,0.4,0.625,"[0, 0, 1, 2, 1, 2, 0, 1]"
26168,137058,1073,5.0,862074001,"[1, 919, 1097, 780, 260, 736, 1197, 648]",0.25,0.2,0.5,"[1, 0, 0, 1, 2, 1, 0, 0]"
26169,137060,48780,5.0,1484298251,"[48516, 58559, 79132, 33794, 44191, 74458, 68157, 59315]",1.0,0.25,0.25,"[0, 0, 2, 0, 0, 2, 0, 0]"
26170,137062,2959,5.0,1166632929,"[2571, 4226, 2858, 4993, 296, 2329, 7153, 6874]",0.6,0.5,0.625,"[1, 2, 1, 2, 0, 0, 2, 0]"
26171,137063,117533,5.0,1430156916,"[127152, 80906, 112334, 115713, 115569, 96488, 131724, 112183]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26172,137072,122914,5.0,1557504637,"[201773, 195159, 122910, 122912, 122916, 188301, 122906, 122926]",0.75,0.42857142857142855,0.5,"[0, 2, 1, 2, 0, 2, 0, 0]"
26173,137082,296,5.0,1372295324,"[593, 318, 47, 50, 356, 2959, 1089, 608]",0.75,0.42857142857142855,0.5,"[0, 2, 0, 0, 1, 0, 2, 2]"
26174,137087,2019,5.0,1449341560,"[3030, 750, 1201, 5291, 1217, 1208, 1252, 923]",1.0,0.875,0.875,"[2, 2, 0, 2, 2, 2, 2, 2]"
26175,137088,1262,5.0,942452821,"[1250, 1234, 1304, 1204, 2944, 1272, 1276, 908]",1.0,0.875,0.875,"[2, 2, 2, 2, 2, 2, 0, 2]"
26176,137096,648,5.0,858083818,"[780, 733, 736, 377, 480, 1, 95, 786]",1.0,0.75,0.75,"[2, 2, 2, 0, 0, 2, 2, 2]"
26177,137099,1959,5.0,965035710,"[1958, 1674, 1296, 1955, 1962, 1957, 2369, 2020]",0.8333333333333334,0.7142857142857143,0.75,"[2, 2, 2, 0, 2, 1, 0, 2]"
26178,137103,4993,5.0,1194382957,"[5952, 7153, 2571, 6539, 4306, 2959, 3578, 1196]",0.875,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 1]"
26179,137108,800,5.0,943040791,"[994, 1041, 2289, 1179, 1719, 1094, 608, 1358]",1.0,0.5,0.5,"[2, 0, 2, 0, 2, 0, 0, 2]"
26180,137109,1,5.0,867307455,"[260, 3114, 1270, 356, 480, 1210, 780, 364]",0.3333333333333333,0.16666666666666666,0.375,"[1, 0, 0, 0, 0, 1, 2, 0]"
26181,137114,1267,5.0,945501534,"[913, 1252, 908, 1248, 923, 903, 904, 922]",1.0,0.25,0.25,"[0, 2, 0, 0, 2, 0, 0, 0]"
26182,137119,899,5.0,953921197,"[914, 910, 919, 900, 1947, 912, 969, 953]",1.0,0.75,0.75,"[2, 2, 2, 0, 2, 2, 0, 2]"
26183,137121,1265,5.0,1420949602,"[1270, 2716, 1580, 1198, 1240, 1136, 1196, 1291]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26184,137125,79132,5.0,1454015080,"[58559, 109487, 91529, 74458, 68157, 99114, 72998, 60069]",0.625,1.0,1.0,"[1, 2, 1, 2, 2, 2, 1, 2]"
26185,137130,356,5.0,840223935,"[480, 318, 593, 296, 110, 589, 527, 150]",1.0,0.625,0.625,"[2, 0, 2, 2, 2, 0, 0, 2]"
26186,137131,457,5.0,840900693,"[380, 377, 480, 150, 592, 349, 589, 590]",0.7142857142857143,0.8333333333333334,0.875,"[2, 2, 1, 2, 1, 0, 2, 2]"
26187,137132,1276,5.0,1013544182,"[1304, 1234, 1250, 1247, 5060, 1262, 1252, 1084]",0.0,0.0,0.25,"[0, 0, 0, 1, 0, 0, 1, 0]"
26188,137135,296,5.0,1167428276,"[593, 318, 47, 50, 356, 2959, 1089, 608]",1.0,0.25,0.25,"[0, 0, 0, 0, 2, 2, 0, 0]"
26189,137140,2706,5.0,957045373,"[2683, 1923, 1517, 4718, 2716, 2762, 1580, 2858]",0.0,0.0,0.125,"[0, 0, 0, 0, 0, 0, 1, 0]"
26190,137146,122912,5.0,1526668209,"[122916, 187593, 122906, 122918, 122926, 122914, 122922, 168252]",1.0,0.25,0.25,"[0, 0, 0, 0, 2, 0, 2, 0]"
26191,137151,272,5.0,841067239,"[515, 348, 265, 300, 509, 357, 235, 497]",1.0,0.375,0.375,"[0, 2, 0, 0, 0, 0, 2, 2]"
26192,137168,1199,5.0,1075978163,"[541, 924, 1206, 750, 1214, 1208, 1080, 1200]",1.0,0.875,0.875,"[2, 0, 2, 2, 2, 2, 2, 2]"
26193,137170,1193,5.0,957573874,"[858, 1221, 1213, 1208, 2858, 1206, 1258, 1089]",1.0,0.25,0.25,"[2, 0, 0, 0, 2, 0, 0, 0]"
26194,137180,593,5.0,1287098978,"[296, 318, 356, 47, 50, 527, 480, 457]",1.0,0.625,0.625,"[0, 2, 2, 2, 0, 2, 2, 0]"
26195,137209,17,5.0,864321059,"[838, 357, 515, 36, 497, 509, 58, 25]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
26196,137212,164179,5.0,1513102476,"[134130, 109487, 115713, 166528, 168252, 176371, 168250, 122922]",0.8,0.5714285714285714,0.625,"[0, 2, 1, 2, 0, 0, 2, 2]"
26197,137215,98607,5.0,1492888686,"[64695, 85179, 84187, 106762, 70533, 55167, 95773, 52885]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26198,137219,1035,5.0,1350275226,"[1028, 919, 914, 1380, 953, 1022, 1097, 1947]",1.0,0.25,0.25,"[2, 0, 0, 0, 0, 0, 2, 0]"
26199,137223,805,5.0,858606474,"[802, 832, 628, 733, 736, 647, 1393, 786]",0.8,0.5714285714285714,0.625,"[2, 0, 2, 2, 1, 2, 0, 0]"
26200,137227,356,5.0,835862923,"[480, 318, 593, 296, 110, 589, 527, 150]",0.875,1.0,1.0,"[2, 2, 2, 1, 2, 2, 2, 2]"
26201,137234,1965,5.0,940893459,"[2968, 3070, 1394, 1199, 1077, 1288, 2064, 2289]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26202,137243,161,5.0,1368493252,"[349, 292, 434, 150, 380, 454, 457, 590]",1.0,0.375,0.375,"[0, 0, 0, 2, 0, 0, 2, 2]"
26203,137252,2289,5.0,940163832,"[1179, 2243, 2599, 1171, 2064, 2108, 2973, 1394]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26204,137254,527,5.0,1342468981,"[318, 593, 356, 296, 50, 110, 2028, 858]",0.6666666666666666,0.2857142857142857,0.375,"[2, 0, 0, 0, 2, 0, 0, 1]"
26205,137259,2692,5.0,984427382,"[2997, 2858, 4973, 4226, 3996, 2762, 1089, 1617]",1.0,0.5,0.5,"[2, 2, 0, 0, 0, 2, 0, 2]"
26206,137262,6539,5.0,1105152897,"[5952, 7153, 6377, 4993, 4306, 5349, 4963, 4886]",1.0,0.25,0.25,"[0, 0, 2, 0, 0, 0, 0, 2]"
26207,137264,1136,5.0,1227092484,"[1080, 1196, 1198, 1197, 260, 541, 1265, 1270]",1.0,0.875,0.875,"[0, 2, 2, 2, 2, 2, 2, 2]"
26208,137271,8622,5.0,1107558057,"[5669, 8464, 6711, 8949, 53894, 7438, 6874, 5445]",0.8333333333333334,0.7142857142857143,0.75,"[2, 0, 2, 2, 1, 2, 2, 0]"
26209,137278,318,5.0,849257687,"[296, 593, 356, 527, 50, 2571, 110, 47]",1.0,0.375,0.375,"[2, 0, 2, 0, 0, 0, 2, 0]"
26210,137279,225,5.0,836495999,"[454, 292, 161, 185, 349, 434, 350, 380]",0.3333333333333333,0.16666666666666666,0.375,"[0, 0, 0, 1, 0, 2, 0, 1]"
26211,137281,593,5.0,841005651,"[296, 318, 356, 47, 50, 527, 480, 457]",1.0,0.375,0.375,"[2, 0, 0, 0, 0, 0, 2, 2]"
26212,137283,342,5.0,1053921107,"[357, 345, 509, 265, 222, 39, 515, 497]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26213,137285,1213,5.0,966575864,"[1221, 858, 1089, 296, 608, 50, 1208, 111]",0.8571428571428571,0.8571428571428571,0.875,"[2, 2, 1, 2, 2, 2, 0, 2]"
26214,137288,2115,5.0,1235069633,"[1291, 1198, 2716, 1580, 1240, 1196, 1036, 2000]",1.0,0.75,0.75,"[2, 2, 2, 2, 2, 2, 0, 0]"
26215,137295,296,5.0,835611027,"[593, 318, 47, 50, 356, 2959, 1089, 608]",1.0,0.625,0.625,"[2, 2, 2, 2, 2, 0, 0, 0]"
26216,137308,1104,5.0,953162074,"[1945, 971, 1103, 926, 1952, 923, 1084, 1247]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 0, 2]"
26217,137309,111,5.0,835597755,"[1208, 1213, 1089, 296, 608, 1206, 1193, 858]",1.0,0.125,0.125,"[0, 0, 0, 2, 0, 0, 0, 0]"
26218,137312,318,5.0,996431702,"[296, 593, 356, 527, 50, 2571, 110, 47]",1.0,0.375,0.375,"[0, 0, 0, 2, 2, 2, 0, 0]"
26219,137317,2858,5.0,1007756816,"[2959, 2762, 2571, 2997, 296, 4226, 2329, 593]",0.7142857142857143,0.8333333333333334,0.875,"[2, 2, 2, 1, 2, 2, 0, 1]"
26220,137319,1219,5.0,1456686028,"[904, 1258, 903, 1387, 1333, 923, 908, 1214]",1.0,0.375,0.375,"[0, 2, 2, 0, 0, 0, 0, 2]"
26221,137320,6711,5.0,1136415792,"[7361, 4973, 4979, 6874, 5902, 8949, 7438, 4226]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26222,137322,1208,5.0,1171583373,"[1222, 924, 1206, 541, 750, 1089, 111, 1213]",0.875,1.0,1.0,"[2, 2, 2, 2, 2, 1, 2, 2]"
26223,137326,1223,5.0,1158402742,"[745, 1148, 720, 3429, 38038, 3751, 1136, 1080]",0.8,0.5714285714285714,0.625,"[2, 2, 2, 0, 2, 1, 0, 0]"
26224,137347,2571,5.0,1172070006,"[2959, 4993, 7153, 1196, 5952, 260, 1198, 3578]",1.0,1.0,1.0,"[2, 2, 2, 2, 2, 2, 2, 2]"
26225,137348,134853,5.0,1510522722,"[115617, 152081, 68954, 134130, 112852, 60069, 109487, 122904]",1.0,0.25,0.25,"[0, 2, 0, 0, 0, 0, 0, 2]"
26226,137352,608,5.0,840043286,"[296, 50, 593, 1089, 1213, 32, 858, 1617]",0.75,0.42857142857142855,0.5,"[2, 2, 2, 0, 0, 1, 0, 0]"
26227,137355,5952,5.0,1457797889,"[4993, 7153, 2571, 6539, 4306, 3578, 2959, 33794]",1.0,0.5,0.5,"[2, 2, 2, 0, 0, 0, 0, 2]"
26228,137356,1278,5.0,881155592,"[3671, 1136, 1288, 1394, 5060, 919, 1387, 2791]",0.5,0.3333333333333333,0.5,"[0, 1, 0, 2, 1, 0, 2, 0]"
26229,137361,69757,5.0,1267172940,"[56367, 80463, 81591, 89864, 72011, 97921, 96821, 63082]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26230,137385,56174,5.0,1535357160,"[8644, 59315, 51662, 60074, 72998, 53996, 70286, 45722]",1.0,0.375,0.375,"[0, 2, 0, 0, 2, 0, 0, 2]"
26231,137389,5458,5.0,1055273428,"[30883, 4822, 5092, 31422, 5048, 5443, 5804, 5504]",1.0,0.125,0.125,"[0, 0, 0, 0, 0, 0, 2, 0]"
26232,137397,3244,5.0,1117852779,"[2779, 3524, 3099, 3194, 3501, 3451, 3685, 3507]",,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]"
26233,137398,364,5.0,841238618,"[588, 595, 480, 500, 356, 367, 377, 1]",1.0,0.5,0.5,"[2, 2, 2, 0, 2, 0, 0, 0]"
